category,price,color,brand,brand_group,base_color,has_out_of_stock,nb_sizes_total,nb_sizes_available,nb_sizes_out_of_stock,fully_out_of_stock,price_segment
dress,32.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,2,6,False,£20-50
dress,50.0,green,Topshop,Topshop,green,True,8,2,6,False,£50-100
dress,,multi,ASOS LUXE,ASOS LUXE,other,True,8,7,1,False,>£100
dress,65.0,blue,Topshop,Topshop,blue,True,8,6,2,False,£50-100
dress,60.0,black,Topshop,Topshop,black,True,8,5,3,False,£50-100
top,,green,COLLUSION,COLLUSION,green,True,8,3,5,False,>£100
dress,32.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,6,2,False,£20-50
dress,32.0,burgudy,ASOS DESIGN,ASOS DESIGN,other,True,8,2,6,False,£20-50
dress,79.0,red/pink,Never Fully Dressed,Never,red,True,6,3,3,False,£50-100
dress,49.99,black,Urban Revivo,Urban,black,True,6,3,3,False,£20-50
dress,80.0,black,Closet London,Closet London,black,True,7,5,2,False,£50-100
dress,26.0,black,Trendyol,Trendyol,black,True,5,2,3,False,£20-50
dress,25.0,black,Monki,Monki,black,True,7,6,1,False,£20-50
dress,23.99,black,Yours,Yours,black,True,6,5,1,False,£20-50
dress,46.0,brown,Weekday,Weekday,brown,True,5,3,2,False,£20-50
dress,,green,Monki,Monki,green,False,7,7,0,False,>£100
dress,60.0,navy floral,ASOS DESIGN,ASOS DESIGN,blue,True,15,4,11,False,£50-100
dress,110.0,dusky blue,ASOS EDITION,ASOS EDITION,blue,True,8,2,6,False,>£100
dress,,coral floral print,ASOS DESIGN,ASOS DESIGN,pink,True,8,7,1,False,>£100
dress,110.0,sage green,ASOS EDITION,ASOS EDITION,green,True,8,4,4,False,>£100
dress,,pastel print,Vero Moda,Vero Moda,other,True,6,4,2,False,>£100
dress,38.0,white,Simmi,Simmi,white,True,6,1,5,False,£20-50
dress,,black,ASOS LUXE,ASOS LUXE,black,True,8,4,4,False,>£100
dress,,blue paisley,Pieces,Pieces,blue,True,6,3,3,False,>£100
dress,,white,In The Style,In The Style,white,True,6,3,3,False,>£100
dress,62.0,emerald green,Pretty Lavish,Pretty Lavish,green,True,4,3,1,False,£50-100
dress,80.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,2,6,False,£50-100
dress,,khaki,ASOS DESIGN,ASOS DESIGN,green,True,8,4,4,False,>£100
dress,15.0,black,Vero Moda,Vero Moda,black,True,6,4,2,False,<£20
dress,,green,ASOS DESIGN,ASOS DESIGN,green,True,8,6,2,False,>£100
dress,,black,&,&,black,False,4,4,0,False,>£100
dress,34.0,white,Femme Luxe,Femme,white,True,5,2,3,False,£20-50
dress,62.0,black,Style Cheat,Style,black,False,6,6,0,False,£50-100
dress,95.0,ivory,ASOS EDITION,ASOS EDITION,white,True,8,7,1,False,£50-100
dress,29.99,ivory,Miss Selfridge,Miss Selfridge,white,True,4,3,1,False,£20-50
dress,70.0,cobalt blue,ASOS DESIGN,ASOS DESIGN,blue,True,8,6,2,False,£50-100
dress,30.0,black,Monki,Monki,black,True,11,4,7,False,£20-50
dress,26.0,khaki geo,Wednesday's Girl Maternity,Wednesday's,green,True,6,4,2,False,£20-50
dress,38.0,stone,I Saw It First,I Saw It First,other,True,7,3,4,False,£20-50
dress,62.0,leopard,AFRM Maika,AFRM,other,True,7,5,2,False,£50-100
dress,,green,ASOS EDITION,ASOS EDITION,green,True,8,7,1,False,>£100
dress,,black,Stradivarius,Stradivarius,black,True,5,3,2,False,>£100
dress,50.0,white,ASOS DESIGN,ASOS DESIGN,white,True,8,4,4,False,£50-100
dress,29.99,pink floral,Miss Selfridge,Miss Selfridge,pink,True,8,4,4,False,£20-50
dress,,black,Vero Moda,Vero Moda,black,True,6,3,3,False,>£100
dress,30.0,green,ASOS DESIGN,ASOS DESIGN,green,True,8,5,3,False,£20-50
dress,,chocolate,ASOS DESIGN,ASOS DESIGN,brown,True,8,7,1,False,>£100
dress,45.0,cream,Accessorize,Accessorize,white,True,5,3,2,False,£20-50
dress,,space dye,Only,Only,other,True,6,3,3,False,>£100
dress,38.0,black,ASOS DESIGN,ASOS DESIGN,black,False,8,8,0,False,£20-50
dress,25.0,black,Daisy Street,Daisy Street,black,True,6,4,2,False,£20-50
dress,,ivory,ASOS LUXE,ASOS LUXE,white,True,8,5,3,False,>£100
dress,,brown floral,Wednesday's Girl,Wednesday's,brown,True,6,3,3,False,>£100
dress,29.99,green,Yours,Yours,green,True,7,4,3,False,£20-50
dress,50.0,mono,Topshop,Topshop,other,True,8,6,2,False,£50-100
dress,,green - medium,River Island,River Island,green,True,7,4,3,False,>£100
dress,50.0,brown,Monki,Monki,brown,False,7,7,0,False,£50-100
dress,42.0,wavy print,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,£20-50
dress,72.0,sage,ASOS DESIGN,ASOS DESIGN,green,True,9,7,2,False,£50-100
dress,65.0,black,adidas,adidas,black,True,7,6,1,False,£50-100
dress,39.0,black,Weekday,Weekday,black,True,5,4,1,False,£20-50
dress,40.0,black,New Look,New Look,black,True,8,4,4,False,£20-50
dress,75.99,ivory,Free People,Free People,white,True,5,3,2,False,£50-100
dress,,navy,ASOS DESIGN,ASOS DESIGN,blue,True,8,4,4,False,>£100
dress,24.0,floral print,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,£20-50
dress,45.0,patchwork print,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,£20-50
dress,,pastel lime,Aria Cove,Aria,other,True,6,4,2,False,>£100
dress,,mix match floral,ASOS DESIGN,ASOS DESIGN,other,True,8,5,3,False,>£100
dress,78.0,cream,Little Mistress,Little Mistress,white,True,6,2,4,False,£50-100
dress,,lime,River Island,River Island,other,True,7,5,2,False,>£100
dress,,neutral,ASOS DESIGN,ASOS DESIGN,other,True,8,7,1,False,>£100
dress,,olive,Saint Genies,Saint,green,True,6,1,5,False,>£100
dress,,black and white,Miss Selfridge,Miss Selfridge,white,True,8,5,3,False,>£100
dress,44.0,cobalt blue,4th,4th,blue,True,6,1,5,False,£20-50
dress,19.99,chambray,Cotton,Cotton,other,True,7,3,4,False,<£20
dress,32.0,multi,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,£20-50
dress,,brown,ASOS DESIGN,ASOS DESIGN,brown,True,9,8,1,False,>£100
dress,,blue,River Island,River Island,blue,True,7,6,1,False,>£100
dress,45.0,pink,Love Triangle,Love Triangle,pink,True,6,5,1,False,£20-50
dress,50.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,4,4,False,£50-100
dress,38.0,bright blue,Only Petite,Only,blue,True,5,4,1,False,£20-50
dress,140.0,emerald,True Violet,True Violet,green,True,6,2,4,False,>£100
dress,,red,Monki,Monki,red,False,7,7,0,False,>£100
dress,22.99,white,ASYOU,ASYOU,white,True,8,5,3,False,£20-50
dress,35.0,black,Nobody's Child Petite Alexa,Nobody's,black,False,7,7,0,False,£20-50
dress,68.0,black,Closet London,Closet London,black,True,6,4,2,False,£50-100
dress,61.0,black,Trendyol,Trendyol,black,True,5,1,4,False,£50-100
dress,65.0,deep teal,Y.A.S,Y.A.S,blue,True,6,4,2,False,£50-100
dress,72.0,sage,ASOS DESIGN,ASOS DESIGN,green,True,8,6,2,False,£50-100
other,180.0,ivory,True Violet,True Violet,white,False,6,6,0,False,>£100
dress,25.0,black,Monki,Monki,black,True,7,4,3,False,£20-50
dress,45.0,ditsy floral,Nobody's Child Petite Serena,Nobody's,other,False,7,7,0,False,£20-50
dress,89.0,vibrant orange,Never Fully Dressed,Never,orange,True,6,5,1,False,£50-100
dress,35.0,red,Monki,Monki,red,True,7,6,1,False,£20-50
dress,110.0,petrol blue,ASOS EDITION,ASOS EDITION,blue,True,8,6,2,False,>£100
dress,95.0,soft blue,ASOS DESIGN,ASOS DESIGN,blue,True,8,1,7,False,£50-100
dress,,black,Miss Selfridge,Miss Selfridge,black,True,8,5,3,False,>£100
dress,,white,ASOS DESIGN,ASOS DESIGN,white,True,8,3,5,False,>£100
dress,70.0,rust,ASOS DESIGN,ASOS DESIGN,orange,True,8,4,4,False,£50-100
dress,32.99,black,Miss Selfridge,Miss Selfridge,black,True,8,2,6,False,£20-50
dress,75.0,white,Little Mistress,Little Mistress,white,True,6,4,2,False,£50-100
dress,28.0,camel,ASOS DESIGN,ASOS DESIGN,other,True,8,3,5,False,£20-50
dress,36.0,teal leopard,Glamorous Maternity,Glamorous,blue,True,6,3,3,False,£20-50
dress,,black and blue rose,ASOS DESIGN,ASOS DESIGN,blue,True,8,5,3,False,>£100
dress,,ecru,Topshop,Topshop,beige,True,4,2,2,False,>£100
dress,42.0,red,ASOS DESIGN,ASOS DESIGN,red,True,8,1,7,False,£20-50
dress,40.0,mint floral print,ASOS DESIGN,ASOS DESIGN,green,True,8,2,6,False,£20-50
dress,40.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,3,5,False,£20-50
dress,,mix scale floral,ASOS DESIGN,ASOS DESIGN,other,True,8,6,2,False,>£100
dress,,green,Stradivarius,Stradivarius,green,False,5,5,0,False,>£100
dress,,retro floral blue,Motel,Motel,blue,True,6,3,3,False,>£100
dress,29.99,multi,Stradivarius,Stradivarius,other,True,5,3,2,False,£20-50
dress,44.0,forest green,ASOS DESIGN,ASOS DESIGN,green,True,9,4,5,False,£20-50
dress,32.0,cinnamon,Saint Genies,Saint,other,True,6,3,3,False,£20-50
dress,95.0,bottle green,ASOS EDITION,ASOS EDITION,green,True,8,6,2,False,£50-100
dress,55.0,silver,Saint Genies,Saint,grey,True,6,4,2,False,£50-100
dress,55.0,oxblood,ASOS DESIGN,ASOS DESIGN,other,True,8,2,6,False,£50-100
dress,32.0,black animal,Vero Moda,Vero Moda,black,False,6,6,0,False,£20-50
dress,45.0,bright blue,Vila,Vila,blue,True,6,2,4,False,£20-50
dress,25.99,purple,New Look,New Look,purple,True,7,4,3,False,£20-50
dress,25.0,purple,Only,Only,purple,True,6,3,3,False,£20-50
dress,80.0,black,ASOS LUXE,ASOS LUXE,black,True,8,7,1,False,£50-100
dress,48.0,pink velvet,Vila,Vila,pink,True,6,5,1,False,£20-50
dress,,black,Yours,Yours,black,True,7,2,5,False,>£100
dress,45.0,beige,Monki,Monki,beige,True,7,3,4,False,£20-50
dress,42.0,burgundy,Simply Be,Simply,red,True,9,8,1,False,£20-50
dress,40.0,chocolate,Monki,Monki,brown,True,7,2,5,False,£20-50
dress,39.0,purple - light,River Island,River Island,purple,False,7,7,0,False,£20-50
dress,45.0,purple,ASOS DESIGN,ASOS DESIGN,purple,True,8,4,4,False,£20-50
dress,,lilac,Monki,Monki,purple,False,7,7,0,False,>£100
dress,,ecru,River Island,River Island,beige,True,3,2,1,False,>£100
dress,55.0,black aop floral,Vila Curve,Vila,black,False,5,5,0,False,£50-100
dress,39.0,cobalt rose,Nobody's Child Petite Serena,Nobody's,blue,False,7,7,0,False,£20-50
dress,35.99,black,Bershka,Bershka,black,True,5,3,2,False,£20-50
dress,38.0,bright pink,ASOS DESIGN,ASOS DESIGN,pink,True,8,2,6,False,£20-50
dress,118.0,classic comboclassio,Free People,Free People,other,False,5,5,0,False,>£100
dress,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,3,5,False,>£100
dress,,orange,Miss Selfridge,Miss Selfridge,orange,True,8,3,5,False,>£100
dress,,orange,Jordan Essential,Jordan,orange,True,5,4,1,False,>£100
dress,,bold floral,ASOS DESIGN,ASOS DESIGN,other,False,8,8,0,False,>£100
dress,95.0,champagne,Pretty Lavish,Pretty Lavish,other,True,6,1,5,False,£50-100
dress,,animal print,ASOS DESIGN,ASOS DESIGN,other,True,8,3,5,False,>£100
dress,,peach floral,Wednesday's Girl,Wednesday's,other,True,6,5,1,False,>£100
dress,29.99,khaki,Reclaimed Vintage,Reclaimed Vintage,green,True,7,3,4,False,£20-50
dress,,black,Vila,Vila,black,True,6,3,3,False,>£100
dress,,blue,Monki,Monki,blue,True,7,3,4,False,>£100
dress,,pink,ASOS DESIGN,ASOS DESIGN,pink,True,8,5,3,False,>£100
dress,42.99,black,Miss Selfridge,Miss Selfridge,black,True,7,6,1,False,£20-50
dress,26.0,red,ASOS DESIGN,ASOS DESIGN,red,True,8,2,6,False,£20-50
dress,,green,Mango,Mango,green,True,7,3,4,False,>£100
dress,72.0,abstract floral,Pretty Lavish,Pretty Lavish,other,True,5,4,1,False,£50-100
dress,,cerise,Saint Genies,Saint,other,True,6,3,3,False,>£100
dress,44.0,olive,ASOS DESIGN,ASOS DESIGN,green,True,8,5,3,False,£20-50
dress,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,5,3,False,>£100
dress,,green,ASOS DESIGN,ASOS DESIGN,green,True,8,2,6,False,>£100
dress,55.0,pink,ASOS DESIGN,ASOS DESIGN,pink,False,7,7,0,False,£50-100
dress,,blue floral,French Connection,French Connection,blue,False,6,6,0,False,>£100
dress,,black,Topshop Petite,Topshop,black,True,7,6,1,False,>£100
dress,,green ditsy,ASOS DESIGN,ASOS DESIGN,green,True,8,4,4,False,>£100
dress,,black,Closet London,Closet London,black,False,7,7,0,False,>£100
dress,38.0,cream,Fashionkilla,Fashionkilla,white,True,7,3,4,False,£20-50
dress,,grey,ASOS EDITION,ASOS EDITION,grey,True,4,3,1,False,>£100
dress,,blue,Yours,Yours,blue,True,6,4,2,False,>£100
dress,65.0,red,&,&,red,False,4,4,0,False,£50-100
dress,65.0,sage green,TFNC,TFNC,green,False,6,6,0,False,£50-100
dress,40.0,black aop blue,Vila Petite,Vila,blue,False,6,6,0,False,£20-50
dress,55.0,brown,Weekday,Weekday,brown,False,5,5,0,False,£50-100
dress,45.0,khaki - dark,River Island,River Island,green,True,4,1,3,False,£20-50
dress,50.0,black,Monki,Monki,black,False,7,7,0,False,£50-100
dress,49.0,green floral,Nobody's Child Petite Selena,Nobody's,green,False,7,7,0,False,£20-50
skirt,95.0,low maintenance 2,Levi's,Levi's,other,False,4,4,0,False,£50-100
dress,,red,Topshop,Topshop,red,True,8,4,4,False,>£100
dress,,black jacquard,ASOS DESIGN,ASOS DESIGN,black,True,8,5,3,False,>£100
dress,,purple,ASOS DESIGN,ASOS DESIGN,purple,True,9,5,4,False,>£100
dress,,grey,Nike,Nike,grey,False,6,6,0,False,>£100
dress,,light green,Jordan Essential,Jordan,green,True,5,4,1,False,>£100
dress,,black,COLLUSION,COLLUSION,black,True,8,4,4,False,>£100
dress,,black,ASOS DESIGN,ASOS DESIGN,black,True,6,4,2,False,>£100
dress,,multi,Miss Selfridge,Miss Selfridge,other,True,8,4,4,False,>£100
dress,,multi,Topshop,Topshop,other,True,4,3,1,False,>£100
dress,100.0,pewter,Lace,Lace,other,True,6,5,1,False,>£100
dress,98.0,lilac/bright orange,Never Fully Dressed,Never,purple,True,6,3,3,False,£50-100
dress,24.0,pink ombre,ASOS DESIGN,ASOS DESIGN,pink,True,8,7,1,False,£20-50
dress,42.0,black,ASOS DESIGN,ASOS DESIGN,black,False,3,3,0,False,£20-50
dress,,pink,ASOS DESIGN,ASOS DESIGN,pink,True,8,5,3,False,>£100
dress,65.0,plum,Closet London,Closet London,purple,True,7,2,5,False,£50-100
dress,39.99,black,Reclaimed Vintage,Reclaimed Vintage,black,True,7,5,2,False,£20-50
dress,24.0,plum,Wednesday's Girl Maternity,Wednesday's,purple,True,6,4,2,False,£20-50
dress,,black,&,&,black,True,4,3,1,False,>£100
dress,39.0,multi,ASOS DESIGN,ASOS DESIGN,other,True,8,6,2,False,£20-50
dress,38.0,white,River Island,River Island,white,True,7,5,2,False,£20-50
dress,38.0,black lilac floral,Glamorous Petite,Glamorous,purple,False,6,6,0,False,£20-50
dress,27.99,black,Stradivarius,Stradivarius,black,True,5,2,3,False,£20-50
dress,55.0,purple,Weekday,Weekday,purple,True,5,4,1,False,£50-100
dress,50.0,green,Monki,Monki,green,True,7,5,2,False,£50-100
dress,39.99,black,Yours,Yours,black,True,7,5,2,False,£20-50
dress,,lime,ASOS DESIGN,ASOS DESIGN,other,True,8,7,1,False,>£100
dress,32.0,aqua,ASOS DESIGN,ASOS DESIGN,blue,False,8,8,0,False,£20-50
dress,,green contrast,ASOS DESIGN,ASOS DESIGN,green,True,8,2,6,False,>£100
dress,40.0,yellow,ASOS DESIGN,ASOS DESIGN,other,False,8,8,0,False,£20-50
dress,45.0,black,Topshop,Topshop,black,True,5,3,2,False,£20-50
dress,75.0,black,Band Of Stars,Band,black,True,6,5,1,False,£50-100
dress,,bright orange,ASOS EDITION,ASOS EDITION,orange,True,8,4,4,False,>£100
dress,,white,COLLUSION,COLLUSION,white,False,8,8,0,False,>£100
dress,62.0,red floral print,ASOS DESIGN,ASOS DESIGN,red,True,9,8,1,False,£50-100
dress,60.0,white,Topshop,Topshop,white,True,5,1,4,False,£50-100
dress,72.0,oyster,Pretty Lavish,Pretty Lavish,other,True,6,3,3,False,£50-100
dress,85.0,sage,ASOS DESIGN,ASOS DESIGN,green,True,8,3,5,False,£50-100
dress,65.0,black/blush spot,Style Cheat,Style,pink,True,6,3,3,False,£50-100
dress,72.0,red plum,Anaya With Love Bridesmaid,Anaya,purple,True,6,2,4,False,£50-100
dress,90.0,peach/ochre floral,Hope,Hope,other,False,6,6,0,False,£50-100
dress,55.0,black,ASOS DESIGN,ASOS DESIGN,black,True,5,2,3,False,£50-100
dress,34.0,rust,Extro,Extro,orange,False,6,6,0,False,£20-50
dress,,black,ASOS Weekend Collective,ASOS Weekend Collective,black,True,8,5,3,False,>£100
dress,64.0,navy,Little Mistress,Little Mistress,blue,True,7,4,3,False,£50-100
dress,26.0,sliver,ASOS DESIGN,ASOS DESIGN,other,True,8,6,2,False,£20-50
dress,,black,Closet London,Closet London,black,False,6,6,0,False,>£100
dress,,mid marble,Levi's,Levi's,other,False,4,4,0,False,>£100
dress,,green,Monki,Monki,green,True,7,2,5,False,>£100
dress,26.0,black,Vero Moda,Vero Moda,black,True,6,4,2,False,£20-50
dress,85.0,copper,Little Mistress,Little Mistress,other,True,6,4,2,False,£50-100
dress,54.99,black,Reclaimed Vintage,Reclaimed Vintage,black,True,7,6,1,False,£50-100
dress,,black,River Island,River Island,black,True,7,3,4,False,>£100
dress,35.0,multi,Monki,Monki,other,True,7,6,1,False,£20-50
dress,19.99,black,ASYOU,ASYOU,black,False,7,7,0,False,<£20
dress,60.0,emerald,Closet London,Closet London,green,True,6,5,1,False,£50-100
dress,,red - bright,River Island,River Island,red,False,3,3,0,False,>£100
dress,50.0,geometric print,Nobody's Child Petite Fleur,Nobody's,other,False,7,7,0,False,£50-100
dress,85.0,pearly blue/multi,Tommy Jeans,Tommy Jeans,blue,True,6,4,2,False,£50-100
dress,,black,Monki,Monki,black,False,7,7,0,False,>£100
dress,150.0,red,True Violet,True Violet,red,False,6,6,0,False,>£100
dress,28.0,blue,I Saw It First,I Saw It First,blue,False,5,5,0,False,£20-50
dress,32.99,black,New Look,New Look,black,True,7,4,3,False,£20-50
dress,40.0,black,Pimkie,Pimkie,black,True,4,1,3,False,£20-50
dress,,pink floral,Only,Only,pink,True,5,3,2,False,>£100
dress,45.0,navy,Style Cheat,Style,blue,True,6,2,4,False,£20-50
dress,,sage,ASOS DESIGN,ASOS DESIGN,green,True,8,4,4,False,>£100
dress,26.0,emerald green,ASOS DESIGN,ASOS DESIGN,green,True,9,6,3,False,£20-50
dress,94.0,white,Lavish Alice,Lavish,white,True,6,1,5,False,£50-100
dress,,white,ASOS DESIGN,ASOS DESIGN,white,True,8,2,6,False,>£100
dress,28.0,gingham print,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,£20-50
dress,40.0,stone,ASOS DESIGN,ASOS DESIGN,other,True,8,3,5,False,£20-50
dress,,bright blue,ASOS DESIGN,ASOS DESIGN,blue,True,8,4,4,False,>£100
dress,,prism pink,Vero Moda,Vero Moda,pink,True,6,5,1,False,>£100
dress,,orange,In The Style,In The Style,orange,True,6,5,1,False,>£100
dress,62.0,khaki,ASOS DESIGN,ASOS DESIGN,green,True,9,2,7,False,£50-100
dress,,camel,Mango,Mango,other,True,4,3,1,False,>£100
dress,,emerald green,Anaya With Love,Anaya,green,True,6,5,1,False,>£100
dress,,mono print,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,>£100
dress,,olive,ASOS DESIGN,ASOS DESIGN,green,True,8,4,4,False,>£100
dress,185.0,blush,ASOS LUXE,ASOS LUXE,pink,True,8,7,1,False,>£100
dress,,brown,ASOS DESIGN,ASOS DESIGN,brown,True,8,3,5,False,>£100
dress,,black,New Look,New Look,black,True,6,2,4,False,>£100
dress,,white,Pieces,Pieces,white,True,6,5,1,False,>£100
dress,64.0,green,Vesper Tall,Vesper,green,False,6,6,0,False,£50-100
dress,65.0,black,The North Face,The North Face,black,False,5,5,0,False,£50-100
dress,45.0,stone,Weekday,Weekday,other,True,5,4,1,False,£20-50
dress,32.0,beige,Vero Moda,Vero Moda,beige,True,6,2,4,False,£20-50
dress,42.0,red animal,Vila,Vila,red,True,7,2,5,False,£20-50
dress,70.0,black,ASOS EDITION,ASOS EDITION,black,False,4,4,0,False,£50-100
dress,75.0,orange,ASOS EDITION,ASOS EDITION,orange,False,4,4,0,False,£50-100
dress,34.0,black aop disa,Vero Moda,Vero Moda,black,True,6,1,5,False,£20-50
dress,37.0,electric blue,Femme Luxe,Femme,blue,False,4,4,0,False,£20-50
dress,27.99,multi,Stradivarius,Stradivarius,other,True,5,1,4,False,£20-50
dress,115.0,pink,Labelrail,Labelrail,pink,True,7,3,4,False,>£100
dress,33.0,black,Pull&Bear,Pull&Bear,black,True,5,2,3,False,£20-50
dress,47.0,black,River Island,River Island,black,True,7,3,4,False,£20-50
dress,68.0,abstract paint,AFRM Darcie,AFRM,other,True,7,3,4,False,£50-100
dress,36.0,black,Weekday,Weekday,black,False,4,4,0,False,£20-50
dress,25.0,brown,Monki,Monki,brown,False,7,7,0,False,£20-50
dress,38.0,black,adidas,adidas,black,True,6,5,1,False,£20-50
dress,55.0,multi,Jaded London,Jaded,other,True,6,5,1,False,£50-100
dress,85.0,blue,&,&,blue,False,4,4,0,False,£50-100
dress,85.0,beige,&,&,beige,False,4,4,0,False,£50-100
dress,55.0,black,Closet London,Closet London,black,False,6,6,0,False,£50-100
dress,43.0,black,Reebok,Reebok,black,False,6,6,0,False,£20-50
dress,,chocolate,Forever New,Forever,brown,True,6,4,2,False,>£100
dress,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,4,4,False,>£100
dress,32.0,mono spot print,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,£20-50
dress,,pink floral,Vero Moda,Vero Moda,pink,True,6,3,3,False,>£100
dress,155.0,white,ASOS DESIGN,ASOS DESIGN,white,True,8,4,4,False,>£100
dress,,meadow floral,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,>£100
dress,28.0,lilac split gingham,Daisy Street,Daisy Street,purple,True,6,2,4,False,£20-50
dress,,pink,ASYOU,ASYOU,pink,True,8,5,3,False,>£100
dress,,orange,Kyo The Brand,Kyo,orange,True,7,2,5,False,>£100
dress,,glitter,ASOS LUXE,ASOS LUXE,other,True,8,7,1,False,>£100
dress,55.0,olive,ASOS DESIGN,ASOS DESIGN,green,True,8,6,2,False,£50-100
dress,,charcoal,ASOS DESIGN,ASOS DESIGN,grey,True,8,2,6,False,>£100
dress,,black,ASOS DESIGN,ASOS DESIGN,black,False,6,6,0,False,>£100
dress,34.0,black,Extro,Extro,black,True,6,4,2,False,£20-50
dress,,red,Stradivarius,Stradivarius,red,True,5,2,3,False,>£100
dress,59.0,khaki,SNDYS,SNDYS,green,True,6,2,4,False,£50-100
dress,38.0,multi,In The Style,In The Style,other,True,4,3,1,False,£20-50
dress,27.0,brown check,Daisy Street,Daisy Street,brown,True,6,5,1,False,£20-50
dress,24.0,teal green,ASOS DESIGN,ASOS DESIGN,blue,True,8,1,7,False,£20-50
dress,,bright blue,Noisy May,Noisy May,blue,True,6,4,2,False,>£100
dress,,sand,Bershka,Bershka,beige,True,4,3,1,False,>£100
dress,29.99,blue,Stradivarius,Stradivarius,blue,True,5,3,2,False,£20-50
dress,115.0,silver,Naked Wardrobe,Naked,grey,False,5,5,0,False,>£100
dress,58.0,black,Urban Classics,Urban,black,True,8,3,5,False,£50-100
dress,,dusty rose,Trendyol,Trendyol,pink,True,4,3,1,False,>£100
dress,,black,&,&,black,False,4,4,0,False,>£100
dress,19.99,mid blue,New Look,New Look,blue,True,6,4,2,False,<£20
dress,95.0,wine,ASOS EDITION,ASOS EDITION,red,False,8,8,0,False,£50-100
dress,49.0,forest green,Sisters Of The Tribe,Sisters,green,True,6,1,5,False,£20-50
dress,40.0,dark floral,Vero Moda,Vero Moda,other,True,6,4,2,False,£20-50
dress,30.0,beige and black,Monki,Monki,black,False,7,7,0,False,£20-50
dress,45.0,black,Vero Moda,Vero Moda,black,True,6,2,4,False,£20-50
dress,55.0,dark green,Weekday,Weekday,green,True,5,3,2,False,£50-100
dress,89.0,animal print,Never Fully Dressed Plus,Never,other,True,4,1,3,False,£50-100
dress,50.0,chocolate,River Island,River Island,brown,True,4,3,1,False,£50-100
dress,28.0,white,ASOS DESIGN,ASOS DESIGN,white,True,8,3,5,False,£20-50
dress,,yellow,Jordan Essential,Jordan,other,True,6,4,2,False,>£100
dress,98.0,white,ASOS DESIGN,ASOS DESIGN,white,True,8,5,3,False,£50-100
dress,29.99,chocolate,Miss Selfridge,Miss Selfridge,brown,True,6,3,3,False,£20-50
dress,,bright green,ASOS DESIGN,ASOS DESIGN,green,True,8,3,5,False,>£100
dress,,pink,Pretty Lavish,Pretty Lavish,pink,False,4,4,0,False,>£100
dress,,white,Aria Cove,Aria,white,True,6,5,1,False,>£100
dress,,leopard mesh,Daisy Street,Daisy Street,other,True,6,5,1,False,>£100
dress,,brown,ASOS DESIGN,ASOS DESIGN,brown,True,8,4,4,False,>£100
dress,,teal leopard,Glamorous Curve,Glamorous,blue,False,6,6,0,False,>£100
dress,,coral,River Island,River Island,pink,True,7,6,1,False,>£100
dress,,green,New Look,New Look,green,True,7,3,4,False,>£100
dress,22.0,yellow,Mamalicious Maternity,Mamalicious,other,True,6,3,3,False,£20-50
dress,,navy,Closet London,Closet London,blue,True,6,5,1,False,>£100
dress,20.0,multi floral,Vero Moda,Vero Moda,other,True,6,5,1,False,£20-50
dress,46.0,magenta,ASOS DESIGN,ASOS DESIGN,other,True,8,7,1,False,£20-50
dress,32.0,dark green,ASOS DESIGN,ASOS DESIGN,green,True,8,1,7,False,£20-50
dress,,white,ASOS Weekend Collective,ASOS Weekend Collective,white,True,8,5,3,False,>£100
dress,48.0,white,In The Style,In The Style,white,True,6,3,3,False,£20-50
dress,33.99,blue floral,New Look,New Look,blue,False,5,5,0,False,£20-50
dress,,black,Mango,Mango,black,True,4,3,1,False,>£100
dress,,orange,Bershka,Bershka,orange,True,5,4,1,False,>£100
dress,,black,Closet London,Closet London,black,False,6,6,0,False,>£100
dress,,orange,I Saw It First,I Saw It First,orange,False,6,6,0,False,>£100
dress,35.0,chocolate brown,Urban Bliss,Urban Bliss,brown,True,5,1,4,False,£20-50
dress,,green,River Island,River Island,green,False,7,7,0,False,>£100
dress,,cream,Simmi Tall,Simmi,white,True,6,4,2,False,>£100
dress,40.0,wine,Femme Luxe,Femme,red,True,5,3,2,False,£20-50
dress,48.0,black,NA-KD,NA-KD,black,True,7,5,2,False,£20-50
dress,119.0,white,AllSaints,AllSaints,white,True,5,4,1,False,>£100
dress,28.0,bottle green,ASOS DESIGN,ASOS DESIGN,green,True,8,4,4,False,£20-50
dress,125.0,green,ASOS DESIGN,ASOS DESIGN,green,True,8,7,1,False,>£100
dress,42.0,khaki jacquard,Love Triangle,Love Triangle,green,True,6,3,3,False,£20-50
